"ESTUDIO";"ENTREV";"REGISTRO";"CUES";"CCAA";"PROV";"MUN";"TAMUNI";"CAPITAL";"TIPO_TEL";"SEXO";"EDAD";"P0";"ADQUINAC";"PAISNAC";"PAISNAC2";"CCAARESI";"P2_1";"P2_2";"P2_3";"P2_4";"P2_5";"P2_6";"P2_7";"P2_8";"P2_9";"P2_10";"P2_11";"P2_12";"P2A1";"P3_1";"P3_2";"P3_3";"P3_4";"P3_5";"P3_6";"P4";"DESIGUALDAD";"P6_1";"P6_2";"P6_3";"P6_4";"P7";"P8_1";"P8_2";"P8_3";"P8_4";"P8_5";"P8_6";"P9";"IDENTIDAD";"INFLUPOL1";"INCOMOAMBI_1";"INCOMOAMBI_2";"INCOMOAMBI_3";"VALORAPART_1";"VALORAPART_2";"VALORAPART_3";"VALORAPART_4";"VALORAPART_5";"VALORAPART_6";"VALORAPART_7";"VALORAPART_8";"VALORAPART_9";"VALORAPART_10";"VALORAPART_11";"VALORAPART_12";"LIDERESPOL_1";"LIDERESPOL_2";"LIDERESPOL_3";"LIDERESPOL_4";"LIDERESPOL_5";"LIDERESPOL_6";"LIDERESPOL_7";"LIDERESPOL_8";"LIDERESPOL_9";"LIDERESPOL_10";"LIDERESPOL_11";"LIDERESPOL_12";"LIDERSENTIM_1";"LIDERSENTIM_2";"LIDERSENTIM_3";"LIDERSENTIM_4";"LIDERSENTIM_5";"LIDERSENTIM_6";"SIMPAPART_1";"SIMPAPART_2";"SIMPAPART_3";"SIMPAPART_4";"SIMPAPART_5";"SIMPAPART_6";"SIMPAPART_7";"SIMPAPART_8";"SIMPAPART_9";"SIMPAPART_10";"SIMPAPART_11";"SIMPAPART_12";"ESCIDEOL";"INTENCIONG";"INTENCIONGR";"INTENCIONGALTER";"INTENCIONGALTERR";"SIMPATIA";"VOTOSIMG";"PARTICIPACIONG";"RECUVOTOG";"RECUVOTOGR";"RECUERDO";"CERCANIA";"ECIVIL";"PPERHOG";"ESCUELA";"NIVELESTENTREV";"ESTUDIOS";"RELIGION";"PRACTICARELIG6";"SITLAB";"RELALAB";"CNO11";"CNO11R";"INGRESHOG";"INGRESOSHOG2";"CLASESOCIAL";"CLASESUB";"SINCERIDAD";"PESO";"PESOCCAA";"IA_I501";"IA_I502";"IA_I503";"IA_I504";"IA_I505";"IA_I506";"IA_I507";"IA_I508";"IA_I509";"IA_I510";"IA_I511";"IA_I512";"IA_I513";"IA_I514";"IA_I515";"IA_I516";"IA_I517";"IA_I518";"IA_I519";"IA_I520";"IA_I521";"IA_I522";"IA_I523";"IA_I524";"IA_I525";"IA_I526";"IA_I528";"IA_I529";"IA_I530";"IA_I531";"IA_I532";"IA_I533";"IA_I534";"IA_I535";"IA_I536";"IA_I537";"IA_I538";"IA_I539";"IA_I540";"IA_I541";"IA_I542";"IA_I543";"IA_OBS0";"IA_OBS1";"IA_OBS2";"IA_E1_DIA";"IA_E1_MES";"IA_E1_ANYO";"IA_E2";"IA_E3";"IA_E4";"IA_VALIDA";"IA_APLAZADA";"IA_MODIFICADA";"IA_SUPERVISADA";"IA_C2";"IA_C2A";"IA_C2B_26";"IA_C2B_27";"IA_C2B_28";"IA_C2B_29";"IA_C2B_30";"IA_C2B_31";"IA_C2B_32";"IA_C2B_33";"IA_C2B_34";"IA_C2B_35";"IA_C2B_36";"IA_C2B_37";"IA_C2B_38";"IA_C2B_39";"IA_C2B_40";"IA_C2B_41";"IA_C2B_42";"IA_C2B_43";"IA_C2B_44";"IA_C2B_45";"IA_C3";"IA_C4"
3480;0;807;11;9;8;19;7;1;1;2;49;1;1;1;0;9;1;4;1;2;2;4;2;2;1;1;1;1;11;4;4;4;2;2;4;3;2;4;2;1;1;1;5;5;4;5;5;4;5;5;10;3;2;3;3;5;1;5;5;8;7;"";"";"";"";"";4;5;1;5;5;7;6;"";"";"";"";"";5;5;3;5;5;98;1;5;1;5;5;8;6;6;6;6;6;6;6;901;901;902;902;0;901;1;901;901;901;901;2;3;3;11;6;2;2;1;1;2;2;10;8;3;2;1;0,47301;0,78632;0;0;0;0;0;0;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;9;6;0;383;2;5;0;1;534;6;"";"";"";11;10;24;5;22;4;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
3480;0;810;12;13;28;0;3;3;2;1;58;1;1;2;132;13;2;3;3;3;2;4;2;7;2;4;2;1;7;5;5;5;1;2;5;1;3;5;4;1;2;1;4;5;4;9;4;4;3;2;10;3;3;3;3;6;1;6;6;"";"";"";"";"";"";"";2;5;1;4;4;"";"";"";"";"";"";"";4;5;4;5;5;4;7;7;5;7;7;8;5;6;7;7;7;7;4;9998;9998;0;0;1;1;1;1;1;1;901;5;3;3;13;6;6;0;1;1;1;1;9;9;3;2;2;0,40318;0,87437;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;"";"";"";16;10;24;3;23;2;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
3480;0;836;13;14;30;0;3;3;2;1;84;1;1;1;0;14;1;1;2;2;5;1;2;5;1;1;2;2;2;2;2;4;2;1;2;1;2;1;4;1;1;1;1;5;1;2;9;1;2;1;7;4;4;4;6;10;1;3;3;"";"";"";"";"";"";"";7;1;1;3;3;"";"";"";"";"";"";"";1;6;6;5;5;5;7;10;1;4;4;1;1;1;6;6;8;6;5;9999;9999;0;0;1;1;1;9977;9977;9977;1;3;2;3;7;5;4;0;2;0;0;12;6;6;4;3;1;0,34799;1,35922;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"";"";"";11;10;24;5;31;4;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
3480;0;852;14;13;28;0;3;3;2;2;52;1;1;1;0;13;2;1;1;2;2;4;1;2;1;1;1;1;7;2;2;2;4;5;1;2;2;1;2;2;2;3;1;5;2;4;4;2;2;1;5;4;4;4;8;3;5;1;1;"";"";"";"";"";"";"";6;1;5;1;1;"";"";"";"";"";"";"";3;6;5;6;6;5;8;3;5;2;2;1;1;1;2;2;4;3;10;2;2;9993;9993;0;2;1;2;2;2;2;1;5;3;11;6;2;3;1;1;4;4;10;7;3;2;1;0,57883;0,88825;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;6;0;"";"";"";11;10;24;5;21;4;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
3480;0;863;15;9;8;19;7;1;2;2;33;1;1;1;0;9;2;4;1;2;5;2;2;5;1;2;2;1;1;4;4;4;1;2;4;3;2;5;5;1;2;1;5;4;4;4;4;4;4;4;10;3;3;3;5;5;1;6;4;5;4;"";"";"";"";"";3;6;1;5;97;5;97;"";"";"";"";"";4;1;6;1;97;5;5;6;1;6;4;5;4;5;5;5;5;4;4;8996;8996;0;0;9997;8996;1;1;1;1;1;2;1;3;13;6;6;0;1;1;2;2;5;0;3;2;2;0,64421;0,84349;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;27;0;0;0;0;23;0;"";"";"";11;10;24;5;24;4;1;0;0;1;6;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";1;0
3480;0;947;16;17;26;89;5;1;1;2;68;1;1;1;0;17;1;1;1;1;1;1;9;5;1;1;9;1;3;8;4;4;2;4;8;3;3;2;4;1;2;2;1;4;5;2;2;1;3;7;10;4;4;4;5;99;1;7;7;"";"";"";"";"";"";"";5;1;1;5;98;"";"";"";"";"";"";"";6;6;6;3;3;98;4;4;1;7;6;1;1;1;1;98;3;2;5;9998;9998;0;0;1;1;1;21;21;21;1;3;1;3;7;5;6;0;2;0;0;12;5;0;3;2;3;0,2622;1,04745;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;0;0;0;8;0;"";"";"";11;10;24;5;29;4;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
3480;0;969;17;1;11;0;4;3;2;2;45;1;1;1;0;1;1;1;1;2;2;1;1;4;1;2;2;2;3;1;2;1;4;5;2;2;2;4;2;4;4;3;1;4;1;1;5;1;2;3;10;4;4;3;4;1;3;1;1;"";"";"";"";"";"";"";2;1;3;1;1;"";"";"";"";"";"";"";5;6;5;6;6;1;4;1;3;1;1;1;1;1;1;1;5;5;7;28;28;9993;9993;0;28;2;0;0;9997;28;1;3;3;11;6;5;0;1;1;10;10;7;6;3;2;2;0,6213;0,88449;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21;0;1;0;0;21;0;"";"";"";11;10;24;5;20;4;1;0;0;1;6;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";1;0
3480;0;1048;18;1;11;0;4;3;1;1;79;1;1;1;0;1;7;1;1;2;1;1;2;7;1;2;1;1;96;4;2;4;1;2;4;3;3;4;4;2;2;3;2;4;5;4;4;2;4;3;5;4;7;4;2;7;1;4;3;"";"";"";"";"";"";"";1;7;1;5;3;"";"";"";"";"";"";"";5;1;6;1;1;6;4;7;1;4;3;5;1;3;6;5;6;4;3;1;1;21;21;0;1;1;1;1;1;1;3;1;3;9;6;6;0;2;0;0;12;7;0;4;3;2;0,41317;1,18746;0;0;0;0;0;0;6;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2;0;0;61;1;1;0;0;83;0;"";"";"";11;10;24;5;25;4;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
3480;0;1269;19;4;7;40;6;1;2;1;60;1;1;1;0;4;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;4;4;5;1;3;1;2;4;5;1;1;4;5;1;2;4;2;3;1;1;4;4;4;6;1;2;1;1;"";"";"";"";"";"";"";5;1;1;1;1;"";"";"";"";"";"";"";5;6;3;6;6;6;4;4;3;2;1;1;1;1;4;1;3;3;99;9999;9999;0;0;9999;9999;1;9999;9999;9999;9999;1;4;3;11;6;1;4;1;1;2;2;7;7;2;1;2;0,29747;1,0526;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;19;0;"";"";"";11;10;24;5;20;4;1;0;0;1;6;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0
3480;0;1298;20;9;8;0;4;3;2;1;49;1;1;1;0;9;1;1;1;1;1;2;1;5;1;1;1;5;95;1;4;1;5;5;1;2;2;5;5;5;5;3;4;1;1;1;5;1;5;3;10;4;4;4;10;1;8;1;1;1;1;"";"";"";"";"";8;1;7;1;1;1;1;"";"";"";"";"";1;6;2;6;6;5;10;1;6;1;1;1;1;1;4;1;1;1;10;2;2;3;3;0;2;1;2;2;2;2;5;1;3;13;6;6;0;1;2;1;1;11;0;1;1;2;0,46961;0,7467;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;18;0;0;0;0;19;1;"";"";"";11;10;24;5;31;4;1;0;0;1;6;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0
3480;0;1346;21;7;13;0;3;3;2;2;35;1;1;1;0;7;1;2;2;2;1;2;2;2;1;2;1;2;9;2;2;4;4;2;5;1;2;4;5;2;4;1;4;5;2;4;4;5;3;3;10;4;4;3;6;9;1;8;8;"";"";"";"";"";"";"";6;6;1;8;6;"";"";"";"";"";"";"";6;5;6;2;5;5;6;9;1;8;8;4;1;1;1;1;1;4;3;1;1;21;21;0;1;1;1;1;1;1;1;2;3;13;6;2;2;1;1;1;1;9;7;3;2;1;0,74348;0,80663;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;18;1;0;0;0;15;0;"";"";"";11;10;24;5;41;4;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
3480;0;1352;22;9;8;19;7;1;2;1;32;1;1;1;0;9;1;1;1;1;1;2;1;4;1;1;1;1;1;4;3;4;2;3;3;3;2;4;5;1;2;1;4;5;5;3;3;3;3;2;1;4;4;4;3;6;1;7;7;99;3;"";"";"";"";"";3;7;2;6;7;5;99;"";"";"";"";"";6;5;5;5;5;3;5;6;3;6;6;99;99;99;99;99;99;99;3;9998;9998;0;0;8;8;1;21;21;21;21;2;2;3;10;6;2;2;1;1;2;2;8;8;3;2;1;0,40001;0,55161;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;30;0;0;0;0;45;1;"";"";"";11;10;24;5;33;4;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
3480;0;1382;23;1;41;91;6;1;2;2;61;2;2;2;315;1;4;1;4;2;2;4;2;2;2;2;1;5;8;2;1;2;1;1;2;3;3;4;2;1;1;1;1;1;2;2;2;4;4;1;10;4;4;4;2;8;1;1;3;"";"";"";"";"";"";"";1;8;2;3;2;"";"";"";"";"";"";"";6;4;6;6;6;6;1;8;1;1;2;4;3;1;3;3;4;3;1;1;1;2;2;0;1;1;1;1;1;1;1;2;3;5;5;1;4;4;0;0;16;4;2;12;5;1;0,94644;0,78887;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;31;0;0;0;0;50;0;"";"";"";11;10;24;5;20;4;1;0;0;1;6;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";1;0
3480;0;1566;24;11;6;0;1;3;1;1;72;1;1;1;0;11;1;1;1;1;1;1;2;5;1;1;1;4;6;2;2;4;2;8;4;3;3;4;4;2;4;1;2;4;4;4;8;4;3;3;10;4;4;4;99;99;99;99;99;"";"";"";"";"";"";"";99;99;99;99;99;"";"";"";"";"";"";"";99;99;99;99;99;97;99;99;99;99;99;99;99;99;99;99;99;99;99;9999;9999;0;0;9999;9999;1;9999;9999;9999;9999;1;2;3;1;1;9;0;2;0;0;12;5;5;98;8;2;3,6009;1,19458;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;15;0;0;0;0;22;3;"";"";"";11;10;24;5;29;4;1;0;0;1;6;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0
